conml,gvkey,Rating,state,year,PerCapitaIncome,GDP_per_capita,debt_at,debt_assets,debt_ebitda,cash_debt,ratio_year
McCormick & Co Inc,7146,A-,Maryland,2010,50007,0.0546443770519699,0.305,0.592,1.632,0.203,2010
Sealy Corp,8101,B,North Carolina,2010,35682,0.0434192579464888,0.833,1.097,6.332,0.07,2010
Adobe Inc,12540,BBB+,California,2010,43636,0.0528815175507969,0.177,0.348,1.141,0.467,2010
KB Home,12689,B+,California,2010,43636,0.0528815175507969,0.556,0.803,-15.422,0.128,2010
OMNOVA Solutions Inc.,124254,B,Ohio,2010,36575,0.0430230734246754,0.4,0.918,1.966,0.23,2010
Discover Financial Services,177376,BBB-,Illinois,2010,42093,0.0515334017678279,0.041,0.883,2.0,0.096,2010
MSCI Inc,178507,BB,New York,2010,48973,0.0624996249976417,0.331,0.577,2.057,0.189,2010
Chattem Inc,2950,BB-,Tennessee,2009,34260,0.0397048280381014,0.521,0.629,2.633,0.172,2009
H.B. Fuller Co.,4926,BBB,Minnesota,2009,41015,0.0493283632535996,0.22,0.465,1.685,0.052,2009
Aerojet Rocketdyne Holdings Inc,5018,CCC+,California,2009,42044,0.0519266039557289,0.434,1.005,4.288,0.027,2009
International Speedway Corp,6116,BBB,Florida,2009,36611,0.0389037661363183,0.23,0.459,1.952,0.213,2009
Lennar Corp,6669,BB-,Florida,2009,36611,0.0389037661363183,0.383,0.633,-8.617,0.237,2009
McCormick & Co Inc,7146,A-,Maryland,2009,48755,0.0527693412732262,0.378,0.633,2.172,0.145,2009
Sealy Corp,8101,B,North Carolina,2009,35802,0.0430530777815616,0.841,1.171,6.849,0.05,2009
KB Home,12689,BB-,California,2009,42044,0.0519266039557289,0.535,0.8,-5.675,0.106,2009
OMNOVA Solutions Inc.,124254,B,Ohio,2009,35532,0.0414630767768223,0.509,0.912,3.285,0.052,2009
Discover Financial Services,177376,BBB-,Illinois,2009,41042,0.0504147762819672,0.065,0.832,34.71,0.133,2009
MSCI Inc,178507,BB,New York,2009,47277,0.0596151636918836,0.384,0.688,2.293,0.213,2009
Chattem Inc,2950,BB-,Tennessee,2008,34830,0.0402646472274675,0.626,0.718,3.268,0.15,2008
H.B. Fuller Co.,4926,BBB,Minnesota,2008,43104,0.0504794151649566,0.2,0.464,1.538,0.22,2008
Aerojet Rocketdyne Holdings Inc,5018,B+,California,2008,43890,0.0543702758500994,0.443,1.033,5.222,0.023,2008
International Speedway Corp,6116,BBB,Florida,2008,39247,0.0405332993654501,0.195,0.437,1.161,0.314,2008
Lennar Corp,6669,BB-,Florida,2008,39247,0.0405332993654501,0.333,0.568,-1.605,0.085,2008
McCormick & Co Inc,7146,A-,Maryland,2008,49428,0.0521244194115531,0.303,0.606,1.863,0.133,2008
Sealy Corp,8101,BB-,North Carolina,2008,37687,0.0443704992637051,0.762,1.099,4.613,0.083,2008
Morgan Stanley,12124,A+,New York,2008,48328,0.0573397772151329,0.506,0.968,8.582,-0.022,2008
KB Home,12689,BB-,California,2008,43890,0.0543702758500994,0.432,0.709,-2.384,0.31,2008
Goldman Sachs Group Inc (The),114628,AA-,New York,2008,48328,0.0573397772151329,0.577,0.956,13.215,-0.064,2008
OMNOVA Solutions Inc.,124254,B,Ohio,2008,36596,0.0426914813400604,0.495,0.836,5.201,0.049,2008
Discover Financial Services,177376,BBB-,Illinois,2008,43267,0.0508927642641373,0.077,0.842,1.788,0.064,2008
MSCI Inc,178507,BB,New York,2008,48328,0.0573397772151329,0.459,0.755,2.5,0.156,2008
Chattem Inc,2950,BB-,Tennessee,2007,33998,0.0395409641650287,0.684,0.763,4.111,0.195,2007
H.B. Fuller Co.,4926,BBB,Minnesota,2007,41720,0.049795677257061,0.142,0.408,1.013,0.285,2007
Aerojet Rocketdyne Holdings Inc,5018,B+,California,2007,43629,0.0539394241334923,0.436,1.058,6.494,-0.012,2007
International Speedway Corp,6116,BBB,Florida,2007,39602,0.0418431354102458,0.193,0.425,1.148,0.315,2007
Lennar Corp,6669,BB+,Florida,2007,39602,0.0418431354102458,0.324,0.519,-2.859,0.083,2007
McCormick & Co Inc,7146,A,Maryland,2007,47586,0.0509002180631577,0.293,0.623,1.608,0.191,2007
Sealy Corp,8101,BB-,North Carolina,2007,36138,0.0434997357435597,0.812,1.13,3.825,0.05,2007
Bear Stearns Companies Inc (The),11818,A,New York,2007,47520,0.0580038244155771,0.565,0.967,17.325,-0.057,2007
Morgan Stanley,12124,AA-,New York,2007,47520,0.0580038244155771,0.539,0.968,11.611,-0.056,2007
KB Home,12689,BB+,California,2007,43629,0.0539394241334923,0.381,0.644,-2.981,0.121,2007
Lehman Brothers Holdings Inc,30128,A+,New York,2007,47520,0.0580038244155771,0.757,0.965,9.858,-0.075,2007
Goldman Sachs Group Inc (The),114628,AA-,New York,2007,47520,0.0580038244155771,0.63,0.95,10.115,-0.06,2007
OMNOVA Solutions Inc.,124254,B+,Ohio,2007,35520,0.0426785849062838,0.5,0.863,4.157,0.078,2007
Discover Financial Services,177376,BBB-,Illinois,2007,42381,0.0510594235950505,0.18,0.826,3.131,0.074,2007
Chattem Inc,2950,BB-,Tennessee,2006,32897,0.0394351006427247,0.457,0.632,2.187,0.224,2006
H.B. Fuller Co.,4926,BBB,Minnesota,2006,39754,0.0484465837974031,0.181,0.477,1.351,0.248,2006
Aerojet Rocketdyne Holdings Inc,5018,B+,California,2006,42088,0.0520485490739593,0.428,1.084,-2.985,-0.074,2006
International Speedway Corp,6116,BBB-,Florida,2006,38448,0.0409897622005627,0.198,0.432,1.149,0.194,2006
Lennar Corp,6669,BBB,Florida,2006,38448,0.0409897622005627,0.306,0.549,1.914,0.045,2006
McCormick & Co Inc,7146,A,Maryland,2006,45932,0.0496544120900592,0.269,0.624,1.447,0.235,2006
Sealy Corp,8101,BB-,North Carolina,2006,34324,0.042927824322915,0.973,1.306,4.115,0.105,2006
Bear Stearns Companies Inc (The),11818,A+,New York,2006,44179,0.0559358984740401,0.566,0.964,18.168,-0.05,2006
Morgan Stanley,12124,A+,New York,2006,44179,0.0559358984740401,0.565,0.968,15.94,-0.036,2006
KB Home,12689,BB+,California,2006,42088,0.0520485490739593,0.318,0.648,1.777,-0.011,2006
Lehman Brothers Holdings Inc,30128,A+,New York,2006,44179,0.0559358984740401,0.766,0.96,10.653,-0.019,2006
Goldman Sachs Group Inc (The),114628,AA-,New York,2006,44179,0.0559358984740401,0.63,0.955,11.628,-0.018,2006
OMNOVA Solutions Inc.,124254,B+,Ohio,2006,34156,0.041563613531079,0.51,1.025,3.765,0.034,2006
Air Products and Chemicals Inc.,1209,A,Pennsylvania,2015,50407,0.0556743752320133,0.337,0.577,2.095,0.242,2015
Apple Inc,1690,AA+,California,2015,55833,0.0657700868581657,0.222,0.589,0.789,0.475,2015
Ashland Global Holdings Inc,1794,BB,Kentucky,2015,39199,0.0435653740553496,0.371,0.698,4.57,0.048,2015
Atwood Oceanics Inc.,1860,BB,Texas,2015,46553,0.0569483476844751,0.351,0.387,2.163,0.325,2015
Becton Dickinson and Co,2111,BBB+,New Jersey,2015,61153,0.0641767899206457,0.478,0.733,5.479,0.088,2015
Cabot Corp,2593,BBB,Massachusetts,2015,63618,0.074059701852808,0.323,0.556,2.117,0.292,2015
Walt Disney Co (The),3980,A,California,2015,55833,0.0657700868581657,0.199,0.448,1.127,0.276,2015
Emerson Electric Co.,4321,A,Missouri,2015,43153,0.0484109476505221,0.31,0.632,1.529,0.181,2015
Atmos Energy Corp,4383,A-,Texas,2015,46553,0.0569483476844751,0.32,0.649,3.215,0.142,2015
Esterline Technologies Corp.,4460,BB+,Washington,2015,53870,0.0658466478783113,0.253,0.457,2.52,0.167,2015
Franklin Resources Inc,4885,AA-,California,2015,55833,0.0657700868581657,0.132,0.231,0.686,0.596,2015
Helmerich & Payne Inc.,5581,BBB+,Oklahoma,2015,44192,0.0471007545721959,0.074,0.315,0.418,0.629,2015
Hill-Rom Holdings Inc,5639,BB+,Illinois,2015,51753,0.0618501812711541,0.501,0.74,6.784,0.065,2015
Griffon Corp.,5987,BB-,New York,2015,59243,0.075586163611226,0.487,0.751,4.938,0.058,2015
Spire Inc,6547,A-,Missouri,2015,43153,0.0484109476505221,0.414,0.703,5.412,0.087,2015
Lee Enterprises Inc,6639,B-,Iowa,2015,46298,0.0575012816569261,0.951,1.208,4.836,0.081,2015
Microsemi Corp,7346,BB,California,2015,55833,0.0657700868581657,0.403,0.507,3.562,0.217,2015
Moog Inc.,7549,BB+,New York,2015,59243,0.075586163611226,0.348,0.678,3.203,0.16,2015
National Fuel Gas Co,7733,BBB,New York,2015,59243,0.075586163611226,0.311,0.698,2.471,0.183,2015
Raymond James Financial Inc.,8898,BBB,Florida,2015,45273,0.0444234170031415,0.094,0.819,2.645,0.041,2015
Rockwell Automation Inc.,9203,A,Wisconsin,2015,46859,0.0532029321603766,0.234,0.648,1.104,0.286,2015
Tyson Foods Inc.,10793,BBB,Arkansas,2015,39513,0.0395340504921344,0.292,0.578,2.237,0.193,2015
WGL Holdings Inc.,11296,A+,District of Columbia,2015,75457,0.18485889843056,0.246,0.76,3.4,0.125,2015
Spectrum Brands Holdings Inc,11670,B,Wisconsin,2015,46859,0.0532029321603766,0.197,0.951,34.445,0.009,2015
Oshkosh Corp,11721,BB+,Wisconsin,2015,46859,0.0532029321603766,0.203,0.586,1.828,0.031,2015
Ingles Markets Inc,12972,BB-,North Carolina,2015,41839,0.050122223212422,0.536,0.743,3.733,0.124,2015
ADT Corp (The),14438,BB-,Florida,2015,45273,0.0444234170031415,0.503,0.728,2.967,0.206,2015
Scotts Miracle-Gro Co (The),20185,BB+,Ohio,2015,44405,0.0524484858094154,0.46,0.749,2.591,0.13,2015
Hologic Inc,20904,BB,Massachusetts,2015,63618,0.074059701852808,0.479,0.729,3.771,0.141,2015
Energizer Holdings Inc,23083,BB,Missouri,2015,43153,0.0484109476505221,0.616,1.037,3.159,0.096,2015
QUALCOMM Inc.,24800,A+,California,2015,55833,0.0657700868581657,0.216,0.382,1.301,0.284,2015
Whole Foods Market Inc,24893,BBB-,Texas,2015,46553,0.0569483476844751,0.011,0.343,0.047,0.573,2015
D.R. Horton Inc.,25340,BB+,Texas,2015,46553,0.0569483476844751,0.342,0.471,3.271,0.133,2015
Starbucks Corp,25434,A-,Washington,2015,53870,0.0658466478783113,0.189,0.532,0.551,0.566,2015
Central Garden & Pet Co,25536,B+,California,2015,55833,0.0657700868581657,0.353,0.554,3.022,0.139,2015
Sanmina Corp,28139,BB,California,2015,55833,0.0657700868581657,0.154,0.565,1.733,0.089,2015
Beazer Homes USA Inc.,29755,B-,Georgia,2015,41804,0.0506710896072849,0.631,0.74,19.467,-0.045,2015
WestRock Company,29830,BBB,Georgia,2015,41804,0.0506710896072849,0.222,0.535,3.056,0.089,2015
AmerisourceBergen Corp,31673,A-,Pennsylvania,2015,50407,0.0556743752320133,0.126,0.977,2.258,0.145,2015
Headwaters Inc,61576,B+,Utah,2015,40899,0.0499416634387885,0.574,0.744,3.603,0.087,2015
Nuance Communications Inc,61685,BB-,Massachusetts,2015,63618,0.074059701852808,0.38,0.594,6.563,0.147,2015
TD AMERITRADE Holding Corp,64552,A,Nebraska,2015,50725,0.0611565095964261,0.068,0.814,1.195,0.035,2015
Meritor Inc,65399,B+,Michigan,2015,43477,0.0476402615258291,0.479,1.294,3.754,0.034,2015
Edgewell Personal Care Co,133367,BB+,Connecticut,2015,68368,0.0731429541565634,0.345,0.627,4.233,0.048,2015
Rockwell Collins Inc,144066,A-,Florida,2015,45273,0.0444234170031415,0.288,0.746,1.754,0.133,2015
AECOM,147988,BB,California,2015,55833,0.0657700868581657,0.329,0.741,4.591,0.074,2015
Beacon Roofing Supply Inc,160598,BB-,Virginia,2015,52742,0.0579456978682122,0.145,0.429,1.409,0.165,2015
Viacom Inc,165675,BBB,New York,2015,59243,0.075586163611226,0.553,0.828,2.983,0.126,2015
Mueller Water Products Inc,166482,BB-,Georgia,2015,41804,0.0506710896072849,0.398,0.701,2.594,0.102,2015
Post Holdings Inc,170527,B,Missouri,2015,43153,0.0484109476505221,0.491,0.677,7.166,0.072,2015
Sally Beauty Holdings Inc,175900,BB+,Texas,2015,46553,0.0569483476844751,0.854,1.142,3.03,0.126,2015
Visa Inc,179534,A+,California,2015,55833,0.0657700868581657,0.0,0.258,0.0,0.633,2015
Hillenbrand Inc,179657,BBB-,Indiana,2015,42650,0.0498648088757044,0.292,0.665,1.894,0.087,2015
Berry Global Group Inc,180483,B+,Indiana,2015,42650,0.0498648088757044,0.733,1.011,4.78,0.125,2015
Aramark,186858,BB,Pennsylvania,2015,50407,0.0556743752320133,0.518,0.815,5.026,0.082,2015
MACOM Technology Solutions Holdings Inc,187740,B+,Massachusetts,2015,63618,0.074059701852808,0.398,0.51,5.111,0.076,2015
Air Products and Chemicals Inc.,1209,A,Pennsylvania,2014,48434,0.0540472539262997,0.344,0.561,2.389,0.219,2014
Apple Inc,1690,AA+,California,2014,52363,0.062157147975235,0.152,0.519,0.584,0.496,2014
Ashland Global Holdings Inc,1794,BB,Kentucky,2014,37585,0.0422302359872316,0.3,0.673,5.714,0.087,2014
Atwood Oceanics Inc.,1860,BB,Texas,2014,46310,0.0581535170923753,0.389,0.433,3.188,0.227,2014
Becton Dickinson and Co,2111,A,New Jersey,2014,58670,0.0615335057433986,0.319,0.594,1.848,0.236,2014
Cabot Corp,2593,BBB+,Massachusetts,2014,59963,0.0699512435756919,0.262,0.488,1.817,0.158,2014
Walt Disney Co (The),3980,A,California,2014,52363,0.062157147975235,0.179,0.428,1.092,0.272,2014
Emerson Electric Co.,4321,A,Missouri,2014,41775,0.046933242979676,0.249,0.579,1.188,0.264,2014
Atmos Energy Corp,4383,A-,Texas,2014,46310,0.0581535170923753,0.309,0.641,3.065,0.134,2014
Franklin Resources Inc,4885,AA-,California,2014,52363,0.062157147975235,0.131,0.239,0.645,0.547,2014
Hill-Rom Holdings Inc,5639,BBB,Illinois,2014,49461,0.05946068657882,0.281,0.54,1.724,0.222,2014
Griffon Corp.,5987,BB-,New York,2014,56758,0.0725520607067847,0.447,0.708,5.25,0.071,2014
International Game Technology,6097,BBB-,Nevada,2014,41505,0.0477417175013877,0.471,0.7,2.811,0.071,2014
Spire Inc,6547,A-,Missouri,2014,41775,0.046933242979676,0.421,0.703,7.8,0.034,2014
Lee Enterprises Inc,6639,B-,Iowa,2014,44801,0.0553562320099056,0.992,1.219,5.148,0.083,2014
Microsemi Corp,7346,BB,California,2014,52363,0.062157147975235,0.339,0.459,3.142,0.219,2014
Moog Inc.,7549,BB+,New York,2014,56758,0.0725520607067847,0.272,0.58,2.41,0.154,2014
National Fuel Gas Co,7733,BBB,New York,2014,56758,0.0725520607067847,0.257,0.642,1.819,0.21,2014
Raymond James Financial Inc.,8898,BBB,Florida,2014,43140,0.0423455693215595,0.102,0.81,2.708,0.027,2014
Rockwell Automation Inc.,9203,A,Wisconsin,2014,44943,0.0510884852278309,0.198,0.573,0.921,0.289,2014
Tyson Foods Inc.,10793,BBB,Arkansas,2014,38264,0.0391427219592154,0.341,0.628,3.878,0.078,2014
WGL Holdings Inc.,11296,A+,District of Columbia,2014,71354,0.180760589919194,0.237,0.738,3.716,0.107,2014
Spectrum Brands Holdings Inc,11670,B,Wisconsin,2014,44943,0.0510884852278309,0.171,0.925,5.876,0.022,2014
Oshkosh Corp,11721,BB+,Wisconsin,2014,44943,0.0510884852278309,0.195,0.567,1.414,0.065,2014
Ingles Markets Inc,12972,BB-,North Carolina,2014,40069,0.0479478121516937,0.566,0.769,4.257,0.121,2014
ADT Corp (The),14438,BB-,Florida,2014,43140,0.0423455693215595,0.483,0.703,2.859,0.205,2014
Scotts Miracle-Gro Co (The),20185,BB+,Ohio,2014,42755,0.0510981237125841,0.381,0.724,1.889,0.162,2014
Hologic Inc,20904,BB,Massachusetts,2014,59963,0.0699512435756919,0.512,0.755,4.775,0.08,2014
Whole Foods Market Inc,24893,BBB-,Texas,2014,46310,0.0581535170923753,0.011,0.336,0.048,0.563,2014
D.R. Horton Inc.,25340,BB,Texas,2014,46310,0.0581535170923753,0.361,0.498,4.396,-0.13,2014
Starbucks Corp,25434,A-,Washington,2014,51502,0.062785494117005,0.19,0.51,0.584,0.111,2014
Central Garden & Pet Co,25536,B,California,2014,52363,0.062157147975235,0.392,0.577,5.168,0.191,2014
Sanmina Corp,28139,BB-,California,2014,52363,0.062157147975235,0.164,0.624,1.771,0.149,2014
Keurig Dr Pepper Inc,28877,BB,Massachusetts,2014,59963,0.0699512435756919,0.058,0.276,0.231,0.542,2014
Beazer Homes USA Inc.,29755,B-,Georgia,2014,39802,0.0482039435088611,0.743,0.865,20.775,-0.09,2014
WestRock Company,29830,BBB,Georgia,2014,39802,0.0482039435088611,0.27,0.609,1.954,0.171,2014
Pantry Inc (The),31392,B+,North Carolina,2014,40069,0.0479478121516937,0.538,0.804,4.303,0.098,2014
AmerisourceBergen Corp,31673,A-,Pennsylvania,2014,48434,0.0540472539262997,0.093,0.909,1.453,0.075,2014
Headwaters Inc,61576,B,Utah,2014,38524,0.0481899322375896,0.664,0.872,4.845,0.077,2014
Nuance Communications Inc,61685,BB-,Massachusetts,2014,59963,0.0699512435756919,0.366,0.556,8.736,0.111,2014
TD AMERITRADE Holding Corp,64552,A,Nebraska,2014,48953,0.0592697043240617,0.052,0.801,0.851,0.054,2014
Meritor Inc,65399,B,Michigan,2014,41150,0.0451741154547381,0.388,1.234,3.435,0.07,2014
Edgewell Personal Care Co,133367,BBB-,Connecticut,2014,66490,0.0692105269014757,0.33,0.636,2.543,0.13,2014
Rockwell Collins Inc,144066,A-,Florida,2014,43140,0.0423455693215595,0.307,0.733,1.923,0.124,2014
Viacom Inc,165675,BBB,New York,2014,56758,0.0725520607067847,0.552,0.829,2.941,0.136,2014
Mueller Water Products Inc,166482,BB-,Georgia,2014,39802,0.0482039435088611,0.414,0.733,3.009,0.153,2014
Post Holdings Inc,170527,B,Missouri,2014,41775,0.046933242979676,0.499,0.705,12.084,0.034,2014
Sally Beauty Holdings Inc,175900,BB+,Texas,2014,46310,0.0581535170923753,0.892,1.171,3.07,0.133,2014
Visa Inc,179534,A+,California,2014,52363,0.062157147975235,0.0,0.289,0.0,0.646,2014
Hillenbrand Inc,179657,BBB-,Indiana,2014,41098,0.0492911506899675,0.291,0.69,2.086,0.136,2014
Berry Global Group Inc,180483,B+,Indiana,2014,41098,0.0492911506899675,0.744,1.019,5.565,0.099,2014
Aramark,186858,BB,Pennsylvania,2014,48434,0.0540472539262997,0.521,0.835,5.097,0.046,2014
MACOM Technology Solutions Holdings Inc,187740,B+,Massachusetts,2014,59963,0.0699512435756919,0.508,0.665,4.25,0.056,2014
Air Products and Chemicals Inc.,1209,A,Pennsylvania,2013,46412,0.0519191027706046,0.351,0.576,2.597,0.153,2013
Apple Inc,1690,AA+,California,2013,49303,0.0591077909610171,0.082,0.403,0.304,0.643,2013
Ashland Global Holdings Inc,1794,BB,Kentucky,2013,35921,0.0414267483589536,0.27,0.623,1.965,0.097,2013
Atwood Oceanics Inc.,1860,BB,Texas,2013,43796,0.0566668892223364,0.348,0.396,2.32,0.298,2013
Becton Dickinson and Co,2111,A,New Jersey,2013,56054,0.0606693122660882,0.327,0.585,1.909,0.212,2013
Cabot Corp,2593,BBB+,Massachusetts,2013,57377,0.0678730701598242,0.307,0.508,2.54,0.195,2013
Walt Disney Co (The),3980,A,California,2013,49303,0.0591077909610171,0.179,0.407,1.252,0.286,2013
Emerson Electric Co.,4321,A,Missouri,2013,40323,0.0459207560694388,0.228,0.566,1.151,0.261,2013
Atmos Energy Corp,4383,BBB+,Texas,2013,43796,0.0566668892223364,0.356,0.675,3.832,0.114,2013
Franklin Resources Inc,4885,AA-,California,2013,49303,0.0591077909610171,0.149,0.298,0.758,0.444,2013
Hill-Rom Holdings Inc,5639,BBB,Illinois,2013,47124,0.0569834159859898,0.193,0.459,1.007,0.361,2013
Griffon Corp.,5987,BB-,New York,2013,54501,0.0694013390542928,0.385,0.636,4.595,0.073,2013
International Game Technology,6097,BBB,Nevada,2013,39285,0.0470778142415084,0.475,0.728,2.713,0.138,2013
Spire Inc,6547,A-,Missouri,2013,40323,0.0459207560694388,0.316,0.665,6.084,0.079,2013
Microsemi Corp,7346,BB,California,2013,49303,0.0591077909610171,0.355,0.46,3.162,0.187,2013
Moog Inc.,7549,BB,New York,2013,54501,0.0694013390542928,0.219,0.526,1.978,0.148,2013
National Fuel Gas Co,7733,BBB,New York,2013,54501,0.0694013390542928,0.265,0.647,1.952,0.184,2013
Raymond James Financial Inc.,8898,BBB,Florida,2013,40696,0.0409752138343417,0.08,0.828,2.273,0.034,2013
Rockwell Automation Inc.,9203,A,Wisconsin,2013,43186,0.0491275379770511,0.185,0.558,0.918,0.309,2013
Tyson Foods Inc.,10793,BBB,Arkansas,2013,36237,0.0381038724065689,0.198,0.488,1.29,0.221,2013
WGL Holdings Inc.,11296,A+,District of Columbia,2013,67923,0.176797508688388,0.226,0.694,3.599,0.108,2013
Spectrum Brands Holdings Inc,11670,B,Wisconsin,2013,43186,0.0491275379770511,0.175,0.936,4.12,0.02,2013
Oshkosh Corp,11721,BB,Wisconsin,2013,43186,0.0491275379770511,0.2,0.558,1.448,0.165,2013
Ingles Markets Inc,12972,BB-,North Carolina,2013,38201,0.0462512709105937,0.547,0.754,4.22,0.115,2013
ADT Corp (The),14438,BB-,Florida,2013,40696,0.0409752138343417,0.341,0.564,1.984,0.298,2013
Scotts Miracle-Gro Co (The),20185,BB+,Ohio,2013,41098,0.0484540132563003,0.294,0.633,1.464,0.279,2013
Hologic Inc,20904,BB,Massachusetts,2013,57377,0.0678730701598242,0.538,0.784,5.574,0.07,2013
Whole Foods Market Inc,24893,BBB-,Texas,2013,43796,0.0566668892223364,0.005,0.3,0.022,0.608,2013
D.R. Horton Inc.,25340,BB,Texas,2013,43796,0.0566668892223364,0.396,0.541,5.219,-0.257,2013
Starbucks Corp,25434,A-,Washington,2013,48296,0.0602630964885766,0.113,0.611,0.459,0.413,2013
Central Garden & Pet Co,25536,B,California,2013,49303,0.0591077909610171,0.407,0.595,5.847,-0.041,2013
Sanmina Corp,28139,B+,California,2013,49303,0.0591077909610171,0.195,0.636,2.273,0.167,2013
Keurig Dr Pepper Inc,28877,BB-,Massachusetts,2013,57377,0.0678730701598242,0.067,0.296,0.251,0.75,2013
Beazer Homes USA Inc.,29755,B-,Georgia,2013,37552,0.04608469970205,0.761,0.879,37.762,-0.1,2013
WestRock Company,29830,BBB-,Georgia,2013,37552,0.04608469970205,0.265,0.597,2.005,0.161,2013
Pantry Inc (The),31392,B+,North Carolina,2013,38201,0.0462512709105937,0.552,0.811,4.711,0.092,2013
AmerisourceBergen Corp,31673,A-,Pennsylvania,2013,46412,0.0519191027706046,0.074,0.877,1.209,0.047,2013
Headwaters Inc,61576,B,Utah,2013,36729,0.0464272649466462,0.631,0.883,4.211,0.092,2013
Nuance Communications Inc,61685,BB-,Massachusetts,2013,57377,0.0678730701598242,0.395,0.557,7.764,0.119,2013
TD AMERITRADE Holding Corp,64552,A,Nebraska,2013,46596,0.0571050228946983,0.048,0.786,0.853,0.043,2013
Meritor Inc,65399,B,Michigan,2013,39362,0.0437559725473403,0.443,1.32,5.498,-0.028,2013
Edgewell Personal Care Co,133367,BBB-,Connecticut,2013,63556,0.0679105139837895,0.333,0.635,2.487,0.176,2013
Rockwell Collins Inc,144066,A,Florida,2013,40696,0.0409752138343417,0.185,0.699,0.96,0.163,2013
Viacom Inc,165675,BBB,New York,2013,54501,0.0694013390542928,0.499,0.774,2.844,0.167,2013
Mueller Water Products Inc,166482,BB-,Georgia,2013,37552,0.04608469970205,0.469,0.744,3.803,0.115,2013
Post Holdings Inc,170527,B+,Missouri,2013,40323,0.0459207560694388,0.405,0.569,6.542,0.06,2013
Sally Beauty Holdings Inc,175900,BB+,Texas,2013,43796,0.0566668892223364,0.867,1.156,2.853,0.138,2013
Visa Inc,179534,A+,California,2013,49303,0.0591077909610171,0.0,0.253,0.0,0.333,2013
Hillenbrand Inc,179657,BBB-,Indiana,2013,39646,0.0469993741544196,0.332,0.712,2.651,0.089,2013
Berry Global Group Inc,180483,B,Indiana,2013,39646,0.0469993741544196,0.768,1.038,5.325,0.087,2013
Air Products and Chemicals Inc.,1209,A,Pennsylvania,2012,46018,0.0501807142379353,0.312,0.586,2.271,0.181,2012
American Pacific Corp,1533,B,Utah,2012,36140,0.045126981206466,0.264,0.723,1.53,0.065,2012
Ashland Global Holdings Inc,1794,BB,Kentucky,2012,35754,0.0401981740610522,0.287,0.678,4.421,0.042,2012
Atwood Oceanics Inc.,1860,BB,Texas,2012,43406,0.0540722968572769,0.284,0.341,2.139,0.254,2012
Becton Dickinson and Co,2111,A+,New Jersey,2012,55587,0.0587419340906927,0.367,0.636,2.084,0.244,2012
Cabot Corp,2593,BBB+,Massachusetts,2012,57333,0.0667083695719874,0.323,0.559,2.861,0.169,2012
Walt Disney Co (The),3980,A,California,2012,48813,0.056499536217219,0.195,0.44,1.347,0.242,2012
Emerson Electric Co.,4321,A,Missouri,2012,40131,0.0446290705728917,0.222,0.562,1.073,0.228,2012
Atmos Energy Corp,4383,BBB+,Texas,2012,43406,0.0540722968572769,0.337,0.685,3.668,0.114,2012
Franklin Resources Inc,4885,AA-,California,2012,48813,0.056499536217219,0.188,0.337,1.071,0.215,2012
Hill-Rom Holdings Inc,5639,BBB,Illinois,2012,46050,0.0559581556699743,0.217,0.501,1.088,0.321,2012
Griffon Corp.,5987,BB-,New York,2012,53986,0.0676138250518624,0.387,0.638,4.88,0.076,2012
International Game Technology,6097,BBB,Nevada,2012,39659,0.0465704396070548,0.431,0.72,2.382,0.145,2012
Spire Inc,6547,A,Missouri,2012,40131,0.0446290705728917,0.215,0.68,2.673,0.1,2012
Microsemi Corp,7346,BB-,California,2012,48813,0.056499536217219,0.403,0.52,3.532,0.17,2012
Moog Inc.,7549,BB,New York,2012,53986,0.0676138250518624,0.246,0.58,2.235,0.119,2012
National Fuel Gas Co,7733,BBB,New York,2012,53986,0.0676138250518624,0.265,0.67,2.141,0.166,2012
Raymond James Financial Inc.,8898,BBB,Florida,2012,41115,0.0398346974078215,0.094,0.826,3.015,0.022,2012
Rockwell Automation Inc.,9203,A,Wisconsin,2012,43034,0.0479969265519339,0.188,0.671,0.908,0.19,2012
Tyson Foods Inc.,10793,BBB-,Arkansas,2012,36239,0.036488081285457,0.204,0.492,1.412,0.203,2012
WGL Holdings Inc.,11296,A+,District of Columbia,2012,68397,0.177359809993007,0.204,0.684,2.309,0.077,2012
Spectrum Brands Holdings Inc,11670,B,Wisconsin,2012,43034,0.0479969265519339,0.086,0.915,3.022,0.027,2012
Oshkosh Corp,11721,BB,Wisconsin,2012,43034,0.0479969265519339,0.193,0.625,1.909,0.087,2012
Ingles Markets Inc,12972,BB-,North Carolina,2012,38969,0.0450834178165062,0.509,0.721,3.908,0.113,2012
ADT Corp (The),14438,BBB,Florida,2012,41115,0.0398346974078215,0.273,0.443,1.547,0.364,2012
Scotts Miracle-Gro Co (The),20185,BB+,Ohio,2012,40632,0.0468340121412187,0.377,0.71,2.458,0.104,2012
Hologic Inc,20904,BB,Massachusetts,2012,57333,0.0667083695719874,0.484,0.717,7.461,0.049,2012
Whole Foods Market Inc,24893,BBB-,Texas,2012,43406,0.0540722968572769,0.005,0.282,0.023,0.617,2012
D.R. Horton Inc.,25340,BB-,Texas,2012,43406,0.0540722968572769,0.344,0.504,9.02,-0.082,2012
Starbucks Corp,25434,A-,Washington,2012,47739,0.058086114398342,0.067,0.378,0.235,0.564,2012
Central Garden & Pet Co,25536,B+,California,2012,48813,0.056499536217219,0.391,0.596,3.846,0.13,2012
