,Company,gvkey,state,year,PerCapitaIncome,GDP_per_capita,debt_at,debt_assets,debt_ebitda,cash_debt,flood_count,heat_count,tornado_count,tropical_storm_count,wildfire_count,winter_storm_count,flood_crop,heat_crop,tornado_crop,tropical_storm_crop,wildfire_crop,winter_storm_crop,flood_property,heat_property,tornado_property,tropical_storm_property,wildfire_property,winter_storm_property,flood_injury,heat_injury,tornado_injury,tropical_storm_injury,wildfire_injury,winter_storm_injury,flood_death,heat_death,tornado_death,tropical_storm_death,wildfire_death,winter_storm_death,avg_tornado_scale,flood_dummy,heat_dummy,tornado_dummy,tropical_storm_dummy,wildfire_dummy,winter_storm_dummy,Rating_num
7471,DTE Energy Co,3897,Michigan,2006,33729,0.0394262760533718,0.37799999999999995,0.741,3.918,0.057,11.0,62.0,9.0,0.0,2.0,92.0,0.0,0.0,81000.0,0.0,0.0,0.0,252000.0,0.0,400000.0,0.0,600000.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,1,1,1,0,1,1,4
7472,Dixie Group Inc (The),4001,Georgia,2006,34687,0.0439612626426512,0.35600000000000004,0.5589999999999999,3.352,0.038,9.0,21.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252000.0,0.0,15499000.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8095238095238095,1,1,1,1,0,0,6
7473,Dominion Energy Inc,4029,Virginia,2006,42494,0.0493868623126317,0.368,0.762,3.8289999999999997,0.062,24.0,46.0,18.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,539500.0,0.0,424500.0,0.0,3950000.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3888888888888888,1,1,1,0,1,1,4
7474,R.R. Donnelley & Sons Co,4040,Illinois,2006,40214,0.0493098243389825,0.27699999999999997,0.595,1.869,0.168,41.0,184.0,144.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5770000.0,0.0,0.0,10000.0,0.0,4.0,49.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,1.5694444444444444,1,1,1,0,0,1,4
7475,Constar International Inc,4049,Pennsylvania,2006,38032,0.0420169550985871,0.762,1.079,6.681,0.042,63.0,83.0,3.0,0.0,7.0,34.0,3000000.0,0.0,25000.0,0.0,0.0,0.0,139220000.0,0.0,250000.0,0.0,105000.0,300000.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,2.0,1.6666666666666667,1,1,1,0,1,1,6
7476,Dover Corp,4058,Illinois,2006,40214,0.0493098243389825,0.214,0.48,1.7069999999999999,0.21,41.0,184.0,144.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5770000.0,0.0,0.0,10000.0,0.0,4.0,49.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,1.5694444444444444,1,1,1,0,0,1,3
7477,DuPont  De Nemours Inc,4060,Delaware,2006,41041,0.0639575778453288,0.22699999999999998,0.618,1.492,0.154,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,3
7478,Dow Jones and Co Inc.,4062,New York,2006,44179,0.0559358984740401,0.35200000000000004,0.88,2.783,0.122,86.0,42.0,8.0,0.0,0.0,14.0,1000000.0,0.0,0.0,0.0,0.0,0.0,159144000.0,0.0,10362000.0,0.0,0.0,40000.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.625,1,1,1,0,0,1,4
7479,Downey Financial Corp,4065,California,2006,42088,0.0520485490739593,0.217,0.9259999999999999,10.072000000000001,0.040999999999999995,42.0,63.0,9.0,0.0,67.0,24.0,42300000.0,492400000.0,0.0,0.0,0.0,0.0,115302521000.0,170000.0,91500.0,0.0,73725000.0,160000.0,3.0,45.0,0.0,0.0,38.0,7.0,3.0,65.0,0.0,0.0,1.0,2.0,1.1111111111111112,1,1,1,0,1,1,4
7480,Omnicom Group Inc.,4066,New York,2006,44179,0.0559358984740401,0.184,0.759,1.86,0.084,86.0,42.0,8.0,0.0,0.0,14.0,1000000.0,0.0,0.0,0.0,0.0,0.0,159144000.0,0.0,10362000.0,0.0,0.0,40000.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.625,1,1,1,0,0,1,3
7481,E. I. du Pont de Nemours and Co,4087,Delaware,2006,41041,0.0639575778453288,0.253,0.701,1.885,0.107,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,3
7482,Duke Energy Corp,4093,North Carolina,2006,34324,0.042927824322915004,0.303,0.643,5.106,0.085,5.0,0.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,43287000.0,0.0,0.0,50000.0,0.0,1535000.0,1160000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1,0,1,1,0,0,4
7483,Dun & Bradstreet Corp (The),4094,New Jersey,2006,48015,0.053605969466196994,0.223,1.031,0.753,0.17,22.0,26.0,1.0,0.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,31600000.0,0.0,100000.0,0.0,50000.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,1,1,3
7484,Duquesne Light Holdings Inc,4103,Pennsylvania,2006,38032,0.0420169550985871,0.377,0.6990000000000001,4.781000000000001,0.06,63.0,83.0,3.0,0.0,7.0,34.0,3000000.0,0.0,25000.0,0.0,0.0,0.0,139220000.0,0.0,250000.0,0.0,105000.0,300000.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,2.0,1.6666666666666667,1,1,1,0,1,1,4
7485,Flowserve Corp.,4108,Texas,2006,35144,0.0464122985087917,0.25,0.665,2.3040000000000003,0.073,20.0,27.0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,154347400.0,0.0,100000.0,0.0,13427000.0,0.0,65264000.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,1.3209876543209877,1,1,1,0,1,0,5
7486,PerkinElmer Inc.,4145,Massachusetts,2006,47974,0.0564200562738335,0.084,0.376,0.9620000000000001,0.2,28.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12722000.0,0.0,200000.0,0.0,0.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,1,0,0,1,4
7487,Eastman Kodak Co,4194,New York,2006,44179,0.0559358984740401,0.243,0.8640000000000001,2.7,0.09300000000000001,86.0,42.0,8.0,0.0,0.0,14.0,1000000.0,0.0,0.0,0.0,0.0,0.0,159144000.0,0.0,10362000.0,0.0,0.0,40000.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.625,1,1,1,0,0,1,6
7488,Ecolab Inc.,4213,Minnesota,2006,39754,0.0484465837974031,0.19399999999999998,0.56,0.884,0.275,31.0,44.0,31.0,0.0,2.0,78.0,0.0,0.0,4550000.0,0.0,0.0,0.0,8335000.0,0.0,77242000.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.7741935483870968,1,1,1,0,1,1,3
7489,El Paso Electric Co,4241,Texas,2006,35144,0.0464122985087917,0.376,0.662,3.55,0.096,20.0,27.0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,154347400.0,0.0,100000.0,0.0,13427000.0,0.0,65264000.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,1.3209876543209877,1,1,1,0,1,0,4
7490,El Paso Corp,4242,Texas,2006,35144,0.0464122985087917,0.562,0.8590000000000001,8.552,0.009000000000000001,20.0,27.0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,154347400.0,0.0,100000.0,0.0,13427000.0,0.0,65264000.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,1.3209876543209877,1,1,1,0,1,0,6
7491,Empire District Electric Co.,4331,Missouri,2006,34024,0.0398627587500582,0.401,0.64,3.93,0.10300000000000001,17.0,228.0,143.0,0.0,6.0,4.0,17000000.0,0.0,2000.0,0.0,0.0,0.0,750000.0,0.0,152655500.0,0.0,40000.0,4000.0,0.0,856.0,275.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,1.9230769230769231,1,1,1,0,1,1,4
7492,Energen Corp.,4351,Alabama,2006,31362,0.0355040990662956,0.299,0.601,1.393,0.19399999999999998,1.0,2.0,54.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4749000.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4259259259259258,1,1,1,0,0,1,4
7493,Equifax Inc.,4423,Georgia,2006,34687,0.0439612626426512,0.28800000000000003,0.534,1.0270000000000001,0.33399999999999996,9.0,21.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252000.0,0.0,15499000.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8095238095238095,1,1,1,1,0,0,3
7494,EQT Corp,4430,Pennsylvania,2006,38032,0.0420169550985871,0.293,0.7959999999999999,1.944,-0.10400000000000001,63.0,83.0,3.0,0.0,7.0,34.0,3000000.0,0.0,25000.0,0.0,0.0,0.0,139220000.0,0.0,250000.0,0.0,105000.0,300000.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,2.0,1.6666666666666667,1,1,1,0,1,1,3
7495,NewMarket Corp,4462,Virginia,2006,42494,0.0493868623126317,0.21899999999999997,0.596,1.432,0.147,24.0,46.0,18.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,539500.0,0.0,424500.0,0.0,3950000.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3888888888888888,1,1,1,0,1,1,5
7496,Exxon Mobil Corp,4503,Texas,2006,35144,0.0464122985087917,0.038,0.47100000000000003,0.11800000000000001,0.514,20.0,27.0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,154347400.0,0.0,100000.0,0.0,13427000.0,0.0,65264000.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,1.3209876543209877,1,1,1,0,1,0,1
7497,FMC Corp.,4510,Pennsylvania,2006,38032,0.0420169550985871,0.253,0.617,1.537,0.166,63.0,83.0,3.0,0.0,7.0,34.0,3000000.0,0.0,25000.0,0.0,0.0,0.0,139220000.0,0.0,250000.0,0.0,105000.0,300000.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,2.0,1.6666666666666667,1,1,1,0,1,1,4
7498,NextEra Energy Inc,4517,Florida,2006,38448,0.0409897622005627,0.341,0.732,3.411,0.063,4.0,2.0,30.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150000.0,390200.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1666666666666667,1,1,1,1,1,0,3
7499,Fedders Corp.,4595,New Jersey,2006,48015,0.053605969466196994,0.643,1.026,-10.93,-0.002,22.0,26.0,1.0,0.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,31600000.0,0.0,100000.0,0.0,50000.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,1,1,8
7500,Federal National Mortgage Association,4601,District of Columbia,2006,56075,0.155218940178489,0.9129999999999999,0.953,18.065,0.099,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1
7501,Ferro Corp.,4622,Ohio,2006,34156,0.041563613531079006,0.348,0.7070000000000001,3.701,0.018000000000000002,35.0,0.0,35.0,0.0,0.0,17.0,30000000.0,0.0,61000.0,0.0,0.0,0.0,55764000.0,0.0,5393000.0,0.0,0.0,800000.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1,0,1,0,0,1,6
7502,Fifth Third Bancorp,4640,Ohio,2006,34156,0.041563613531079006,0.221,0.909,7.194,0.044000000000000004,35.0,0.0,35.0,0.0,0.0,17.0,30000000.0,0.0,61000.0,0.0,0.0,0.0,55764000.0,0.0,5393000.0,0.0,0.0,800000.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1,0,1,0,0,1,3
7503,Regions Financial Corp,4674,Alabama,2006,31362,0.0355040990662956,0.138,0.8740000000000001,4.454,0.026000000000000002,1.0,2.0,54.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4749000.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4259259259259258,1,1,1,0,0,1,3
7504,FirstMerit Corp,4678,Ohio,2006,34156,0.041563613531079006,0.171,0.912,6.247000000000001,0.02,35.0,0.0,35.0,0.0,0.0,17.0,30000000.0,0.0,61000.0,0.0,0.0,0.0,55764000.0,0.0,5393000.0,0.0,0.0,800000.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1,0,1,0,0,1,4
7505,Trustmark Corp,4685,Mississippi,2006,27840,0.0296265582734189,0.122,0.907,4.313,0.011000000000000001,1.0,48.0,21.0,0.0,1.0,22.0,0.0,76500.0,500000.0,0.0,0.0,0.0,300000.0,0.0,1605000.0,0.0,0.0,22000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2857142857142858,1,1,1,0,1,1,4
7506,M&T Bank Corp,4699,New York,2006,44179,0.0559358984740401,0.192,0.893,6.216,0.006,86.0,42.0,8.0,0.0,0.0,14.0,1000000.0,0.0,0.0,0.0,0.0,0.0,159144000.0,0.0,10362000.0,0.0,0.0,40000.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.625,1,1,1,0,0,1,3
7507,U.S. Bancorp,4723,Minnesota,2006,39754,0.0484465837974031,0.289,0.904,6.672000000000001,0.018000000000000002,31.0,44.0,31.0,0.0,2.0,78.0,0.0,0.0,4550000.0,0.0,0.0,0.0,8335000.0,0.0,77242000.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.7741935483870968,1,1,1,0,1,1,2
7508,First Horizon Corp,4737,Tennessee,2006,32897,0.0394351006427247,0.244,0.9279999999999999,10.309000000000001,0.015,0.0,2.0,32.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154397000.0,0.0,0.0,35000.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,2.3125,0,1,1,0,0,1,3
7509,Wachovia Corp,4739,North Carolina,2006,34324,0.042927824322915004,0.239,0.904,8.763,0.012,5.0,0.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,43287000.0,0.0,0.0,50000.0,0.0,1535000.0,1160000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1,0,1,1,0,0,3
7510,Flowers Foods Inc.,4809,Georgia,2006,34687,0.0439612626426512,0.10300000000000001,0.389,0.544,0.341,9.0,21.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252000.0,0.0,15499000.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8095238095238095,1,1,1,1,0,0,4
7511,Fluor Corp,4818,Texas,2006,35144,0.0464122985087917,0.10300000000000001,0.636,1.088,0.139,20.0,27.0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,154347400.0,0.0,100000.0,0.0,13427000.0,0.0,65264000.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,1.3209876543209877,1,1,1,0,1,0,3
7512,Ford Motor Co,4839,Michigan,2006,33729,0.0394262760533718,0.5660000000000001,0.95,15.818,0.08,11.0,62.0,9.0,0.0,2.0,92.0,0.0,0.0,81000.0,0.0,0.0,0.0,252000.0,0.0,400000.0,0.0,600000.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,1,1,1,0,1,1,6
7513,Forest Oil Corp.,4844,Colorado,2006,40140,0.0489905883434599,0.33,0.551,1.7009999999999998,0.321,2.0,0.0,21.0,0.0,22.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,135000.0,0.0,1015000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904761904761905,1,0,1,0,1,1,5
7514,GATX Corp.,4941,Illinois,2006,40214,0.0493098243389825,0.5579999999999999,0.8029999999999999,6.9479999999999995,0.067,41.0,184.0,144.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5770000.0,0.0,0.0,10000.0,0.0,4.0,49.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,1.5694444444444444,1,1,1,0,0,1,4
7515,TEGNA Inc,4988,Virginia,2006,42494,0.0493868623126317,0.331,0.501,2.404,0.17600000000000002,24.0,46.0,18.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,539500.0,0.0,424500.0,0.0,3950000.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3888888888888888,1,1,1,0,1,1,3
7516,Genentech Inc,5020,California,2006,42088,0.0520485490739593,0.163,0.373,0.654,0.505,42.0,63.0,9.0,0.0,67.0,24.0,42300000.0,492400000.0,0.0,0.0,0.0,0.0,115302521000.0,170000.0,91500.0,0.0,73725000.0,160000.0,3.0,45.0,0.0,0.0,38.0,7.0,3.0,65.0,0.0,0.0,1.0,2.0,1.1111111111111112,1,1,1,0,1,1,2
7517,General Dynamics Corp,5046,Virginia,2006,42494,0.0493868623126317,0.16,0.5770000000000001,1.153,0.18,24.0,46.0,18.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,539500.0,0.0,424500.0,0.0,3950000.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3888888888888888,1,1,1,0,1,1,3
7518,General Electric Co,5047,Massachusetts,2006,47974,0.0564200562738335,0.5760000000000001,0.826,7.8629999999999995,0.068,28.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12722000.0,0.0,200000.0,0.0,0.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,1,0,0,1,1
7519,General Motors Co,5073,Michigan,2006,33729,0.0394262760533718,0.611,0.97,11.867,-0.037000000000000005,11.0,62.0,9.0,0.0,2.0,92.0,0.0,0.0,81000.0,0.0,0.0,0.0,252000.0,0.0,400000.0,0.0,600000.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,1,1,1,0,1,1,6
7520,Electronic Data Systems Corp,5074,Texas,2006,35144,0.0464122985087917,0.18600000000000003,0.557,2.155,0.136,20.0,27.0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,154347400.0,0.0,100000.0,0.0,13427000.0,0.0,65264000.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,1.3209876543209877,1,1,1,0,1,0,4
7521,SPX Corp,5087,North Carolina,2006,34324,0.042927824322915004,0.16,0.619,2.536,-0.040999999999999995,5.0,0.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,43287000.0,0.0,0.0,50000.0,0.0,1535000.0,1160000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1,0,1,1,0,0,5
7522,Glatfelter Corp,5179,North Carolina,2006,34324,0.042927824322915004,0.271,0.644,3.466,0.07,5.0,0.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,43287000.0,0.0,0.0,50000.0,0.0,1535000.0,1160000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1,0,1,1,0,0,5
7523,Goodrich Corp,5229,North Carolina,2006,34324,0.042927824322915004,0.263,0.73,2.596,0.07400000000000001,5.0,0.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,43287000.0,0.0,0.0,50000.0,0.0,1535000.0,1160000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1,0,1,1,0,0,4
7524,Goodyear Tire & Rubber Co,5234,Ohio,2006,34156,0.041563613531079006,0.33799999999999997,0.938,3.772,0.06,35.0,0.0,35.0,0.0,0.0,17.0,30000000.0,0.0,61000.0,0.0,0.0,0.0,55764000.0,0.0,5393000.0,0.0,0.0,800000.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1,0,1,0,0,1,6
7525,Grainger (W.W.) Inc,5256,Illinois,2006,40214,0.0493098243389825,0.003,0.256,0.013999999999999999,0.528,41.0,184.0,144.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5770000.0,0.0,0.0,10000.0,0.0,4.0,49.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,1.5694444444444444,1,1,1,0,0,1,2
7526,Gray Television Inc.,5284,Georgia,2006,34687,0.0439612626426512,0.527,0.74,7.78,0.046,9.0,21.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252000.0,0.0,15499000.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8095238095238095,1,1,1,1,0,0,6
7527,Green Mountain Power Corp.,5330,Vermont,2006,37099,0.0390191237004168,0.278,0.677,2.734,0.11599999999999999,26.0,23.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,504000.0,0.0,0.0,0.0,0.0,288000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,4
7528,MoneyGram International Inc,5342,Texas,2006,35144,0.0464122985087917,0.017,0.929,0.6809999999999999,0.012,20.0,27.0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,154347400.0,0.0,100000.0,0.0,13427000.0,0.0,65264000.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,1.3209876543209877,1,1,1,0,1,0,4
7529,GulfMark Offshore Inc,5379,Texas,2006,35144,0.0464122985087917,0.37799999999999995,0.444,2.24,0.221,20.0,27.0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,154347400.0,0.0,100000.0,0.0,13427000.0,0.0,65264000.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,1.3209876543209877,1,1,1,0,1,0,6
7530,Halliburton Co,5439,Texas,2006,35144,0.0464122985087917,0.198,0.5479999999999999,0.872,0.083,20.0,27.0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,154347400.0,0.0,100000.0,0.0,13427000.0,0.0,65264000.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,1.3209876543209877,1,1,1,0,1,0,4
7531,Harsco Corp,5496,Pennsylvania,2006,38032,0.0420169550985871,0.32899999999999996,0.653,1.767,0.159,63.0,83.0,3.0,0.0,7.0,34.0,3000000.0,0.0,25000.0,0.0,0.0,0.0,139220000.0,0.0,250000.0,0.0,105000.0,300000.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,2.0,1.6666666666666667,1,1,1,0,1,1,3
7532,Hasbro Inc.,5518,Rhode Island,2006,39236,0.0448546509440352,0.17300000000000001,0.47700000000000004,1.047,0.315,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,4
7533,Hawaiian Electric Industries Inc.,5526,Hawaii,2006,38711,0.0476051189137311,0.301,0.871,7.57,0.026000000000000002,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,4
7534,Hercules Inc,5589,Delaware,2006,41041,0.0639575778453288,0.41700000000000004,0.985,3.034,0.054000000000000006,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,5
7535,Hershey Co (The),5597,Pennsylvania,2006,38032,0.0420169550985871,0.45799999999999996,0.7909999999999999,1.6119999999999999,0.141,63.0,83.0,3.0,0.0,7.0,34.0,3000000.0,0.0,25000.0,0.0,0.0,0.0,139220000.0,0.0,250000.0,0.0,105000.0,300000.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,2.0,1.6666666666666667,1,1,1,0,1,1,3
7536,Hexcel Corp,5608,Connecticut,2006,53945,0.0633736559904022,0.462,0.728,2.795,0.113,15.0,4.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,2000000.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0,0,1,5
